0.25,-2375.91
0.5,-2297.03
0.75,-2221.14
1,-2148.03
1.25,-2077.59
1.5,-2009.63
1.75,-1944.02
2,-1880.68
2.25,-1819.46
2.5,-1760.22
2.75,-1702.89
3,-1647.39
3.25,-1593.61
3.5,-1541.47
3.75,-1490.94
4,-1441.85
4.25,-1394.18
4.5,-1347.89
4.75,-1302.88
5,-1258.97
5.25,-1216.67
5.5,-1175.25
5.75,-1134.95
6,-1095.68
6.25,-1057.41
6.5,-1020.14
6.75,-983.782
7,-948.31
7.25,-913.67
7.5,-879.684
7.75,-847.005
8,-814.728
8.25,-783.184
8.5,-752.391
8.75,-722.211
9,-692.669
9.25,-663.72
9.5,-635.316
9.75,-607.356
10,-579.731
10.25,-552.099
10.5,-523.416
10.75,-485.43
11,-508.586
11.25,-464.584
11.5,-437.311
11.75,-412.498
12,-388.713
12.25,-365.663
12.5,-343.087
12.75,-320.958
13,-299.149
13.25,-277.534
13.5,-255.859
13.75,-233.392
14,-205.643
14.25,-252.39
14.5,-188.69
14.75,-122.011
15,-150.691
15.25,-130.462
15.5,-111.743
15.75,-93.6563
16,-76.0805
16.25,-58.854
16.5,-41.9738
16.75,-25.4172
17,-9.10919
17.25,6.90223
17.5,22.6761
17.75,38.2309
18,53.5476
18.25,68.6733
18.5,83.6292
18.75,98.4803
19,113.338
19.25,128.646
19.5,147.048
19.75,130.088
20,161.667
20.25,177.035
20.5,190.931
20.75,204.289
21,217.307
21.25,230.035
21.5,242.565
21.75,254.908
22,267.061
22.25,279.028
22.5,290.817
22.75,302.474
23,313.981
23.25,325.316
23.5,336.499
23.75,347.552
24,358.45
24.25,369.232
24.5,379.879
24.75,390.379
25,400.76
25.25,411.03
25.5,421.155
25.75,431.171
26,441.063
26.25,450.857
26.5,460.521
26.75,470.096
27,479.549
27.25,488.883
27.5,498.143
27.75,507.292
28,516.321
28.25,525.27
28.5,534.127
28.75,542.882
29,551.535
29.25,560.11
29.5,568.619
29.75,577.006
30,585.311
30.25,593.539
30.5,601.709
30.75,609.757
31,617.766
31.25,625.658
31.5,633.521
31.75,641.256
32,648.966
32.25,656.593
32.5,664.129
32.75,671.638
33,679.041
33.25,686.381
33.5,693.693
33.75,700.906
34,708.072
34.25,715.162
34.5,722.216
34.75,729.219
35,736.149
35.25,743.03
35.5,749.872
35.75,756.651
36,763.366
36.25,770.071
36.5,776.707
36.75,783.305
37,789.851
37.25,796.373
37.5,802.831
37.75,809.284
38,815.688
38.25,822.049
38.5,828.382
38.75,834.705
39,841
39.25,847.261
39.5,853.527
39.75,859.759
40,865.968
40.25,872.191
40.5,878.406
40.75,884.625
41,890.851
41.25,897.109
41.5,903.37
41.75,909.666
42,916.023
42.25,922.442
42.5,928.898
42.75,935.475
43,942.123
43.25,948.938
43.5,955.906
43.75,963.077
44,970.483
44.25,978.219
44.5,986.341
44.75,994.953
45,1004.22
45.25,1014.31
45.5,1025.54
45.75,1038.31
46,1053.31
46.25,1071.61
46.5,1095.16
46.75,1127.76
47,1178.02
47.25,1270.32
47.5,1512.18
47.75,4497.59
48,273.383
48.25,678.358
48.5,799.908
48.75,860.205
49,897.281
49.25,923.106
49.5,942.607
49.75,958.205
50,971.209
50.25,982.435
50.5,992.348
50.75,1001.29
51,1009.51
51.25,1017.17
51.5,1024.38
51.75,1031.28
52,1037.9
52.25,1044.42
52.5,1050.93
52.75,1057.62
53,1064.9
53.25,1073.86
53.5,1089.25
53.75,1230.2
54,1044.9
54.25,1066.7
54.5,1076.3
54.75,1083.19
55,1088.99
55.25,1094.25
55.5,1099.16
55.75,1103.83
56,1108.35
56.25,1112.72
56.5,1116.97
56.75,1121.14
57,1125.24
57.25,1129.27
57.5,1133.24
57.75,1137.14
58,1140.99
58.25,1144.79
58.5,1148.55
58.75,1152.28
59,1155.95
59.25,1159.55
59.5,1163.15
59.75,1166.75
60,1170.27
