750,7367.68
751,7519.3
752,7679.4
753,7848.78
754,8028.26
755,8218.86
756,8421.62
757,8637.77
758,8868.74
759,9116.12
760,9381.74
761,9667.72
762,9976.51
763,10311
764,10674.6
765,11071.3
766,11505.8
767,11983.8
768,12512.4
769,13099.9
770,13757
771,14496.8
772,15336
773,16296.1
774,17405.5
775,18702.1
776,20237.7
777,22085.3
778,24351.1
779,27196
780,30876.1
781,35828.2
782,42901.2
783,52686
784,71175
785,108888
786,236596
787,-1197580
788,-166452
789,-88519.3
790,-59851.4
791,-44950.7
792,-35818.4
793,-29646.5
794,-25206.3
795,-21836.3
796,-19205.1
797,-17089.9
798,-15351.7
799,-13897.2
800,-12661.4
801,-11597.9
802,-10672
803,-9858.04
804,-9135.88
805,-8489.88
806,-7907.43
807,-7378.27
808,-6893.95
809,-6447
810,-6030.93
810.1,-5990.76
810.2,-5950.85
810.3,-5911.19
810.4,-5871.75
810.5,-5832.52
810.6,-5793.53
810.7,-5754.69
810.8,-5716.14
810.9,-5677.7
811,-5639.52
811.1,-5601.49
811.2,-5563.65
811.3,-5525.98
811.4,-5488.46
811.5,-5451.1
811.6,-5413.92
811.7,-5376.85
811.8,-5339.95
811.9,-5303.16
812,-5266.48
812.1,-5229.93
812.2,-5193.49
812.3,-5157.17
812.4,-5120.9
812.5,-5084.7
812.6,-5048.63
812.7,-5012.57
812.8,-4976.6
812.9,-4940.67
813,-4904.77
813.1,-4868.93
813.2,-4833.06
813.3,-4797.21
813.4,-4761.34
813.5,-4725.47
813.6,-4689.56
813.7,-4653.61
813.8,-4617.62
813.9,-4581.49
814,-4545.35
814.1,-4509.06
814.2,-4472.67
814.3,-4436.14
814.4,-4399.44
814.5,-4362.54
814.6,-4325.5
814.7,-4288.2
814.8,-4250.66
814.9,-4212.84
815,-4174.75
815.1,-4136.33
815.2,-4097.52
815.3,-4058.31
815.4,-4018.74
815.5,-3978.66
815.6,-3938.08
815.7,-3896.94
815.8,-3855.2
815.9,-3812.76
816,-3769.68
816.1,-3725.79
816.2,-3681.06
816.3,-3635.35
816.4,-3588.71
816.5,-3540.93
816.6,-3491.94
816.7,-3441.61
816.8,-3389.85
816.9,-3336.54
817,-3281.49
817.1,-3224.48
817.2,-3165.36
817.3,-3103.94
817.4,-3039.88
817.5,-2972.92
817.6,-2902.8
817.7,-2829.03
817.8,-2751.23
817.9,-2668.84
818,-2581.27
818.1,-2487.82
818.2,-2387.66
818.3,-2279.74
818.4,-2162.83
818.5,-2035.43
818.6,-1895.74
818.7,-1741.48
818.8,-1569.73
818.9,-1376.82
819,-1157.95
819.1,-906.76
819.2,-614.694
819.3,-269.764
819.4,145.088
819.5,655.046
819.6,1299.21
819.7,2141.34
819.8,3293.25
819.9,4970.22
820,7647.23
820.1,12619.2
820.2,25113.6
820.3,116290
820.4,-59523.9
820.5,-26370.7
820.6,-17919.4
820.7,-14048.2
820.8,-11823.1
820.9,-10375.2
821,-9355.5
821.1,-8596.98
821.2,-8009.4
821.3,-7539.79
821.4,-7155.06
821.5,-6833.49
821.6,-6560.07
821.7,-6324.32
821.8,-6118.57
821.9,-5937.08
822,-5775.48
822.1,-5630.47
822.2,-5499.34
822.3,-5380.01
822.4,-5270.78
822.5,-5170.31
822.6,-5077.32
822.7,-4991.07
822.8,-4910.57
822.9,-4835.24
823,-4764.51
823.1,-4697.88
823.2,-4634.92
823.3,-4575.28
823.4,-4518.62
823.5,-4464.7
823.6,-4413.24
823.7,-4364.02
823.8,-4316.92
823.9,-4271.68
824,-4228.24
824.1,-4186.4
824.2,-4146.04
824.3,-4107.1
824.4,-4069.46
824.5,-4032.98
824.6,-3997.69
824.7,-3963.39
824.8,-3930.12
824.9,-3897.79
825,-3866.28
825.1,-3835.62
825.2,-3805.73
825.3,-3776.57
825.4,-3748.08
825.5,-3720.25
825.6,-3693.06
825.7,-3666.43
825.8,-3640.35
825.9,-3614.9
826,-3589.88
826.1,-3565.34
826.2,-3541.25
826.3,-3517.62
826.4,-3494.43
826.5,-3471.61
826.6,-3449.24
826.7,-3427.19
826.8,-3405.49
826.9,-3384.13
827,-3363.13
827.1,-3342.46
827.2,-3322.03
827.3,-3301.94
827.4,-3282.18
827.5,-3262.61
827.6,-3243.34
827.7,-3224.33
827.8,-3205.56
827.9,-3187.04
828,-3168.73
828.1,-3150.69
828.2,-3132.82
828.3,-3115.19
828.4,-3097.72
828.5,-3080.53
828.6,-3063.45
828.7,-3046.64
828.8,-3029.98
828.9,-3013.5
829,-2997.16
829.1,-2981.03
829.2,-2965.04
829.3,-2949.21
829.4,-2933.58
829.5,-2918.05
829.6,-2902.7
829.7,-2887.5
829.8,-2872.41
829.9,-2857.5
830,-2842.67
831,-2701.62
832,-2571.45
833,-2450.35
834,-2337.04
835,-2230.47
836,-2129.85
837,-2034.49
838,-1943.91
839,-1857.67
840,-1775.39
841,-1696.7
842,-1621.34
843,-1549.1
844,-1479.72
845,-1412.99
846,-1348.82
847,-1286.97
848,-1227.33
849,-1169.78
850,-1114.2
851,-1060.44
852,-1008.44
853,-958.138
854,-909.375
855,-862.109
856,-816.295
857,-771.802
858,-728.664
859,-686.707
860,-645.947
861,-606.295
862,-567.757
863,-530.241
864,-493.706
865,-458.084
866,-423.432
867,-389.628
868,-356.684
869,-324.521
870,-293.124
871,-262.501
872,-232.578
873,-203.344
874,-174.82
875,-146.914
876,-119.61
877,-92.9355
878,-66.8301
879,-41.2858
880,-16.2617
881,8.17821
882,32.1701
883,55.6689
884,78.6559
885,101.23
886,123.352
887,145.006
888,166.267
889,187.107
890,207.579
891,227.645
892,247.359
893,266.708
894,285.719
895,304.407
896,322.767
897,341.108
898,358.037
899,375.59
900,392.73
901,409.563
902,426.085
903,442.345
904,458.336
905,474.066
906,489.525
907,504.772
908,519.754
909,534.502
910,549.03
911,563.337
912,577.429
913,591.311
914,604.973
915,618.433
916,631.712
917,644.804
918,657.682
919,670.358
920,682.921
921,695.661
922,707.412
923,719.43
924,731.276
925,742.956
926,754.483
927,765.869
928,777.077
929,788.175
930,799.131
931,809.907
932,820.545
933,831.077
934,841.451
935,851.721
936,861.847
937,871.86
938,881.745
939,891.493
940,901.161
941,910.681
942,920.094
943,929.429
944,938.624
945,947.706
946,956.696
947,965.578
948,974.359
949,983.051
950,991.633
