490,7368.24
490.1,7499.38
490.2,7639.26
490.3,7788.81
490.4,7949.21
490.5,8121.77
490.6,8308.08
490.7,8510.04
490.8,8729.91
490.9,8970.41
491,9234.98
491.1,9527.75
491.2,9854.05
491.3,10220.6
491.4,10636.3
491.5,11112.8
491.6,11666.2
491.7,12318.7
491.8,13102.6
491.9,14066.6
492,15287.6
492.1,16894.5
492.2,19123
492.3,22453.2
492.4,28042
492.5,39565.8
492.6,78309.5
492.7,-349957
492.8,-42738.2
492.9,-19088.6
493,-10212.8
493.1,-5449.87
493.2,-2391.44
493.3,-188.02
493.4,1539.87
493.5,2990.73
493.6,4282.31
493.7,5493.29
493.8,6683.49
493.9,7905.35
494,9212.18
494.1,10666.2
494.2,12349
494.3,14378
494.4,16937.6
494.5,20343.1
494.6,25191.9
494.7,32780.2
494.8,46565.4
494.9,79921
495,282159
495.1,-182092
495.2,-68262.2
495.3,-41705.2
495.4,-29830.6
495.5,-23080.2
495.6,-18714.5
495.7,-15652.5
495.8,-13381.3
495.9,-11626.5
496,-10227.6
496.1,-9084.51
496.2,-8131.78
496.3,-7324.5
496.4,-6630.93
496.5,-6028.02
496.6,-5498.59
496.7,-5029.56
496.8,-4610.81
496.9,-4234.37
497,-3893.9
497.1,-3584.2
497.2,-3301.12
497.3,-3041.17
497.4,-2801.48
497.5,-2579.59
497.6,-2373.42
497.7,-2181.29
497.8,-2001.61
497.9,-1833.09
498,-1674.62
498.1,-1525.17
498.2,-1383.88
498.3,-1249.92
498.4,-1122.65
498.5,-1001.38
498.6,-885.572
498.7,-774.724
498.8,-668.346
498.9,-565.951
499,-467.152
499.1,-371.545
499.2,-278.725
499.3,-188.321
499.4,-99.8973
499.5,-13.0906
499.6,72.5278
499.7,157.446
499.8,242.161
499.9,327.283
500,413.543
500.1,501.838
500.2,593.244
500.3,689.215
500.4,791.754
500.5,903.541
500.6,1028.67
500.7,1173.2
500.8,1347.07
500.9,1567.4
501,1867.01
501.1,2317.14
501.2,3108.22
501.3,4977.9
501.4,16198.2
501.5,-9340.72
501.6,-3078.73
501.7,-1591.5
501.8,-910.089
501.9,-510.428
502,-242.18
502.1,-46.0294
502.2,106.209
502.3,229.668
502.4,333.147
502.5,422.163
502.6,500.338
502.7,570.191
502.8,633.457
502.9,691.43
503,745.086
503.1,795.21
503.2,842.364
503.3,887.065
503.4,929.681
503.5,970.587
503.6,1010.08
503.7,1048.4
503.8,1085.84
503.9,1122.69
504,1159.17
504.1,1195.64
504.2,1232.48
504.3,1270.09
504.4,1309.14
504.5,1350.41
504.6,1395.21
504.7,1445.43
504.8,1504.32
504.9,1577.85
505,1678.2
505.1,1835.24
505.2,2146.95
505.3,3230.26
505.31,3517.28
505.32,3907.09
505.33,4467.56
505.34,5343.11
505.35,6905.03
505.36,10485.8
505.37,27189.4
505.38,-29590.6
505.39,-8296.7
505.4,-4351.67
505.41,-2689.47
505.42,-1772.71
505.43,-1191.39
505.44,-789.617
505.45,-495.123
505.46,-269.854
505.47,-91.8419
505.48,52.4831
505.49,171.949
505.5,272.507
505.6,794.448
505.7,1005.79
505.8,1125.72
505.9,1206.32
506,1266.33
506.1,1314.12
506.2,1354.06
506.3,1388.56
506.4,1419.18
506.5,1446.85
506.6,1472.24
506.7,1495.8
506.8,1517.9
506.9,1538.76
507,1558.6
507.1,1577.54
507.2,1595.68
507.3,1613.14
507.4,1629.99
507.5,1646.3
507.6,1662.12
507.7,1677.48
507.8,1692.46
507.9,1706.99
508,1721.22
508.1,1735.13
508.2,1748.7
508.3,1762
508.4,1775.01
508.5,1787.81
508.6,1800.31
508.7,1812.62
508.8,1824.69
508.9,1836.56
509,1848.24
509.1,1859.71
509.2,1871.01
509.3,1882.17
509.4,1893.11
509.5,1903.9
509.6,1914.54
509.7,1925.04
509.8,1935.37
509.9,1945.59
